Order_ID,Order_Date,Customer_ID,Product_Category,Sales,Quantity,Profit,Discount
REG100379,2025-05-24,Cust 1762,Furniture,5455.793,19,-162,0.15
REG100380,2024-07-18,Cust 1865,Clothing,2147.355,10,6,0.15
REG100381,2024-07-14,Cust 9552,Clothing,234.954,3,20,0.1
REG100382,2023-04-14,Cust 4273,Clothing,70.224,11,16,0.05
REG100383,2023-06-01,Cust 8712,Clothing,502.884,2,22,0.1
REG100384,2025-04-17,Cust 9048,Clothing,1683.18,9,24,0.1
REG100385,2025-03-31,Cust 7714,Electronics,7294.29,15,-10,0.05
REG100386,2024-07-15,Cust 4770,Clothing,3259.7,10,-2,0
REG100387,2024-08-30,Cust 2007,Clothing,7978.44,17,8,0
REG100388,2025-01-07,Cust 8909,Clothing,2426.97,13,-345,0
REG100389,2025-02-05,Cust 4196,Clothing,526.832,16,0,0.05
REG100390,2024-04-01,Cust 4189,Clothing,2372.112,18,-85,0.15
REG100391,2025-03-01,Cust 7226,Clothing,264.48,4,12,0.05
REG100392,2023-07-03,Cust 5015,Clothing,608.7445,13,7,0.15
REG100393,2023-04-25,Cust 9904,Clothing,2277.5155,13,20,0.15
REG100394,2025-04-09,Cust 7687,Clothing,6442.254,14,48,0.05
REG100395,2023-11-05,Cust 6511,Furniture,2697.42,6,81,0
REG100396,2023-01-13,Cust 2412,Furniture,2007.09,9,-38,0
REG100397,2025-02-06,Cust 1664,Furniture,3473.729,14,-143,0.15
REG100398,2023-05-20,Cust 6033,Furniture,1181.18,13,-33,0
REG100399,2025-06-18,Cust 4019,Clothing,436.2,4,21,0
REG100400,2023-02-23,Cust 4515,Clothing,2947.2,12,87,0
REG100401,2024-11-09,Cust 7532,Furniture,5700.45,15,27,0
REG100402,2024-07-25,Cust 8756,Electronics,1190.103,3,39,0.05
REG100403,2023-08-19,Cust 7620,Clothing,5510.1675,15,18,0.15
REG100404,2023-11-13,Cust 7368,Clothing,6221.709,13,62,0.1
REG100405,2024-09-10,Cust 1319,Clothing,5470.9265,13,2,0.05
REG100406,2024-08-30,Cust 9597,Clothing,7377.5,13,6,0
REG100407,2024-11-10,Cust 7369,Clothing,7042.8,15,-113,0
REG100408,2023-04-13,Cust 8592,Clothing,336.6765,1,4,0.15
REG100409,2023-11-20,Cust 2337,Clothing,2231.322,12,21,0.05
REG100410,2025-04-14,Cust 9697,Clothing,1752.02,5,-27,0.15
REG100411,2023-03-04,Cust 5895,Clothing,5221.975,11,0,0.15
REG100412,2024-11-16,Cust 9097,Clothing,596.156,4,-48,0.15
REG100413,2024-05-25,Cust 5938,Electronics,9095.87,19,102,0
REG100414,2023-04-12,Cust 6928,Furniture,1552.865,5,-8,0.15
REG100415,2023-03-07,Cust 6223,Electronics,3377.305,10,-41,0.15
REG100416,2024-01-05,Cust 7614,Electronics,3687.453,17,40,0.1
REG100417,2024-10-31,Cust 3231,Electronics,1397.4,17,74,0
REG100418,2024-05-08,Cust 9123,Electronics,2459.088,16,109,0.1
REG100419,2024-03-05,Cust 7054,Electronics,6.97,1,-83,0.15
REG100420,2023-07-18,Cust 4240,Furniture,4598.424,12,-42,0.1
REG100421,2023-08-05,Cust 1237,Clothing,2180.52,20,20,0.1
REG100422,2023-09-18,Cust 5513,Clothing,8514.47,19,14,0
REG100423,2023-03-27,Cust 1835,Clothing,56.232,8,50,0.1
REG100424,2023-03-08,Cust 8492,Clothing,3091.756,19,-30,0.15
REG100425,2024-05-02,Cust 2451,Clothing,10000,5,8,0.15
REG100426,2023-09-16,Cust 4509,Clothing,2360.6965,17,-33,0.15
REG100427,2023-06-13,Cust 6643,Clothing,8175.44,14,-30,0
REG100428,2023-11-05,Cust 2559,Clothing,2607.552,16,4,0.1
REG100429,2024-11-23,Cust 4423,Clothing,3319.52,8,21,0
REG100430,2024-02-09,Cust 9139,Clothing,7075.52,16,3,0
REG100431,2023-11-16,Cust 6668,Clothing,7501.914,14,62,0.1
REG100432,2025-01-24,Cust 4315,Electronics,894.03,6,62,0.15
REG100433,2025-05-06,Cust 8000,Clothing,1901.5605,7,24,0.15
REG100434,2025-05-17,Cust 7585,Clothing,6461.8275,15,-31,0.15
REG100435,2023-11-29,Cust 3127,Furniture,8689.992,17,45,0.05
REG100436,2023-02-24,Cust 4130,Clothing,3005.44,16,52,0
REG100437,2023-11-04,Cust 6956,Clothing,6522.39,18,2,0.15
REG100438,2024-06-15,Cust 8155,Electronics,448.515,1,-63,0.1
REG100439,2024-10-02,Cust 8852,Furniture,6962.246,19,-28,0.05
REG100440,2023-06-03,Cust 2850,Clothing,146.799,3,27,0.1
REG100441,2023-09-10,Cust 9572,Electronics,2405.874,6,-21,0.15
REG100442,2025-05-20,Cust 6253,Furniture,5205.3065,19,6,0.15
REG100443,2023-09-24,Cust 4154,Clothing,1355.562,13,111,0.1
REG100444,2025-03-29,Cust 2137,Clothing,6451.812,18,2,0.1
REG100445,2023-06-17,Cust 8157,Clothing,2105.28,4,-12,0.1
REG100446,2024-01-28,Cust 4861,Electronics,7219.9,20,-86,0.15
REG100447,2023-03-14,Cust 7493,Clothing,2580.768,16,-25,0.1
REG100448,2025-01-09,Cust 7073,Clothing,1783.92,12,2,0
REG100449,2025-03-30,Cust 9085,Clothing,6261.848,16,-206,0.15
REG100450,2023-10-23,Cust 3247,Clothing,1588.2575,5,8,0.05
REG100451,2025-06-08,Cust 8504,Furniture,1529.286,3,-24,0.15
REG100452,2024-02-26,Cust 4164,Clothing,4288.24,11,64,0
REG100453,2024-10-30,Cust 9592,Furniture,4412.925,11,276,0.1
REG100454,2024-08-19,Cust 7450,Clothing,1481.652,18,-46,0.15
REG100455,2023-07-30,Cust 4186,Clothing,475.479,1,-18,0.1
REG100456,2024-08-13,Cust 3305,Electronics,1024.48,16,6,0
REG100457,2023-11-04,Cust 9768,Clothing,2215.2195,13,9,0.05
REG100458,2025-06-05,Cust 1179,Clothing,9331.85,19,19,0
REG100459,2023-06-23,Cust 2546,Electronics,1801.7,5,-16,0
REG100460,2024-09-21,Cust 2672,Clothing,5342.4,20,0,0.1
REG100461,2024-01-01,Cust 3394,Electronics,1618.434,3,-7,0.1
REG100462,2025-01-02,Cust 1649,Clothing,374.33,1,13,0
REG100463,2024-03-14,Cust 6994,Electronics,6506.24,13,-117,0.15
REG100464,2024-05-04,Cust 9879,Clothing,2579.72,13,-146,0
REG100465,2025-02-27,Cust 9069,Clothing,4610.4,12,87,0
REG100466,2024-11-13,Cust 3712,Clothing,1616.666,4,2,0.15
REG100467,2023-10-31,Cust 3829,Clothing,1096.038,6,13,0.1
REG100468,2023-12-19,Cust 1623,Clothing,2434.14,18,-25,0
REG100469,2023-11-27,Cust 3532,Clothing,6771.6,20,47,0.05
REG100470,2023-08-15,Cust 4712,Clothing,839.952,3,-15,0.05
REG100471,2023-01-16,Cust 6211,Clothing,11077,20,11,0
REG100472,2025-02-28,Cust 1222,Furniture,949.689,13,-26,0.1
REG100473,2023-11-28,Cust 6208,Clothing,1065.02,2,8,0
REG100474,2023-12-04,Cust 5942,Clothing,241.371,1,9,0.1
REG100475,2024-06-21,Cust 1745,Furniture,6251.7925,17,-70,0.15
REG100476,2025-03-17,Cust 2679,Furniture,1550.304,14,61,0.1
REG100477,2023-08-17,Cust 9907,Clothing,6545.376,16,-25,0.1
REG100478,2023-08-30,Cust 5750,Furniture,4332.361,11,-28,0.05
REG100479,2025-06-16,Cust 5717,Furniture,2858.571,9,-13,0.1
REG100480,2023-06-29,Cust 7995,Clothing,1138.14,10,-62,0.1
REG100481,2023-08-13,Cust 5572,Electronics,875.14,7,37,0
REG100482,2024-04-29,Cust 1721,Clothing,6977.56,20,11,0.05
REG100483,2023-07-15,Cust 2641,Clothing,3456.96,8,20,0
REG100484,2025-01-17,Cust 9769,Electronics,35.991,3,99,0.1
REG100485,2025-02-21,Cust 1718,Clothing,1377.09,13,8,0
REG100486,2023-07-19,Cust 1210,Clothing,10531,20,77,0
REG100487,2024-09-29,Cust 7710,Clothing,3550.701,11,4,0.05
REG100488,2024-10-17,Cust 1428,Electronics,779.875,10,-70,0.15
REG100489,2025-06-11,Cust 2810,Furniture,184.41,15,69,0.1
REG100490,2024-01-19,Cust 2234,Electronics,800.442,6,2,0.1
REG100491,2023-12-03,Cust 9602,Clothing,4628.5305,11,-25,0.15
REG100492,2024-06-19,Cust 2546,Clothing,1409.04,6,32,0.05
REG100493,2024-10-16,Cust 5032,Clothing,3744.4725,19,10,0.05
REG100494,2025-01-23,Cust 4297,Clothing,630.326,2,17,0.15
REG100495,2023-10-02,Cust 6944,Clothing,1188.432,9,-46,0.1
REG100496,2023-11-05,Cust 4136,Furniture,1726.38,12,-51,0.1
REG100497,2023-06-18,Cust 7460,Clothing,2243.748,13,30,0.05
REG100498,2024-07-15,Cust 3960,Electronics,464.576,16,-59,0.15
REG100499,2024-06-14,Cust 5530,Clothing,517.374,2,17,0.1
